book,lang,page,content,len,tokens_amount,summary,summary_len
hist.pdf,en,321,"River in northern Syria. After months of clashes, ‘Ali agreed to arbitration with Mu‘awiya. Still  preferring negotiation over bloodshed, ‘Ali had been of the opinion that Muslims should never  take up arms against fellow Muslims. His willingness to negotiate with Mu‘awiya, however, caused  some of Ali’s own soldiers to defect and adopt the appellation of Kharijis, from kharaja, meaning  “to depart.” The first sect in Islam, they departed from Ali because they believed that “judgement  belongs to God alone” (Quran 6:57); they saw ‘Ali’s willingness to negotiate with Mu‘awiya as  somehow reducing the role of God in determining a successor. In lieu of arbitration, they thought  that God would determine the rightful successor by influencing the outcome on the field of battle. ",784,795,"In northern Syria, there was a river where 'Ali engaged in clashes and eventually agreed to arbitration with Mu'awiya. 'Ali, advocating negotiation over violence, was of the belief that Muslims should not fight against each other. However, his willingness to negotiate resulted in some of his own soldiers defecting and forming a sect called the Kharijis, who believed that judgment should be left to God alone. They viewed 'Ali's negotiation with Mu'awiya as minimizing God's role in choosing a successor and believed that the rightful successor would be determined by God through the outcome of a battle instead of arbitration.",629.0
hist.pdf,en,45,"Mesopotamia. Lasting for less than 100 years, the New Babylonian Empire is best known for  its ruler, Nebuchadnezzar II, and its great architectural projects. As described in the Hebrew  Scriptures (also known as the Old Testament), Nebuchadnezzar II, who ruled from 605 – 562  BCE, was a ruthless leader. He gained notoriety for destroying the city of Jerusalem and deporting  many of the city’s Jews to Babylon. The captive Jews suffered in exile, as they were not allowed  to return to their homeland. Nebuchadnezzar II also rebuilt Babylon with fortresses, temples,  and enormous palaces.  He associated the New Babylonian Empire with the glory of ancient  Babylonia by reviving elements of Sumerian and Akkadian culture. For example, he had artists  restore ancient artwork and celebrated the kings of old, like Hammurabi. Nebuchadnezzar is often  also credited with rebuilding the city’s ziggurat, Etemanaki, or the “Temple of the Foundation of  Heaven and Earth.” When completed, the ziggurat rose several stories above the city and seemed  to reach to the heavens. Some scholars claim that the Babylonian ziggurat was the famous Tower  of Babel described in the Old Testament. Another one of Nebuchadnezzar’s purported projects,  the Hanging Gardens of Babylon, was considered by the later Greek historian Herodotus to be  one of the Seven Wonders of the World. According to legend, Nebuchadnezzar had the hanging  gardens built for his wife. He made the desert bloom to remind her of her distant homeland;  the elaborate gardens planted on rooftops and terraces were designed so that the plants’ leaves  would spill down high walls. Since definitive archaeological evidence of the Hanging Gardens  of Babylon has not been found, scholars continue to debate its most likely location and even  its very existence. After the death of Nebuchadnezzar II, outside military pressures as well as  internal conflict weakened the empire until the much larger Persian Empire conquered the New  Babylonian Empire in 539 BCE. ",2022,1081,"The New Babylonian Empire, lasting for less than 100 years, is known for its ruler Nebuchadnezzar II and its architectural projects. Nebuchadnezzar II is infamous for destroying Jerusalem and deporting many Jews to Babylon. He rebuilt Babylon with fortresses, temples, and palaces, reviving elements of Sumerian and Akkadian culture. He is credited with rebuilding the city's ziggurat, possibly the Tower of Babel, and constructing the Hanging Gardens of Babylon, considered one of the Seven Wonders of the World. However, the existence and location of the Hanging Gardens are still debated. After Nebuchadnezzar's death, the empire weakened and was eventually conquered by the Persian Empire in 539 BCE.",704.0
hist.pdf,en,429,"The second ring consisted of loyal tribes and Timur’s own Barlas Clan, from which he traced his  lineage. The third circle was made up of those peoples Timur had defeated on the battlefield; the  second and third rings balanced one another. The outermost bands included Timur’s hereditary  professional administrators and bureaucrats, soldiers from the plains serving in his cavalry units,  and finally the Persian urban and agricultural populations, from which he recruited his infantry  and siege units. ",506,720,"Timur's empire was organized into different circles or rings, each consisting of different groups of people. The second ring comprised of loyal tribes and Timur's own Barlas Clan, which had familial connection with him. The third ring was composed of the peoples Timur had conquered in battle, creating a balance with the second ring. In the outermost bands were Timur's hereditary administrators, bureaucrats, plains soldiers in his cavalry, and the Persian urban and agricultural populations from which he recruited infantry and siege units.",543.0
hist.pdf,en,197,"Apollo at Delphi, established sometime in the eighth century BCE. Available for consultation  only nine days a year, the oracle spoke responses to the questions asked by inquirers through  a priestess, named the Pythia. The Pythia’s responses came in the form of poetry and were  notoriously difficult to interpret. Nevertheless, city-states and major rulers throughout the Greek  world considered it essential to consult the oracle before embarking on any major endeavor, such  as war or founding a colony.  ",509,725,,
hist.pdf,en,315,"Muslim leaders had to develop a body  of law to deal with important legal  questions. Over time, Sharia law  became a legal system in which Islamic  principles  provided  an  accepted  means to regulate all features of daily  life, including, but not limited to,  economics, politics, family life, and  society. Sharia law is based on the  Quran, Hadith, precedent, and in- terpretation. In fact, the capacity for  various interpretations of the law has  led to the development of several schools of Islamic jurisprudence.  ",524,739,"Sharia law was developed by Muslim leaders to address legal matters. It became a comprehensive system regulating various aspects of daily life such as economics, politics, family, and society. Sharia law is based on the Quran, Hadith, precedent, and interpretation. Different interpretations have led to the emergence of multiple schools of Islamic jurisprudence.",363.0
hist.pdf,en,152,"China (for the development of Mahayana Buddhism, see Chapter Three). Beginning from the  second century CE, at the end of the Han Dynasty, Buddhist merchants and monks from India and  Central Asia brought their faith and scriptures to China by the Silk Roads and maritime trading  routes (see Map 4.15). The impact was immense and can be compared to the Christianization of  the Mediterranean region and spread of devotional forms of Hinduism in South Asia during this  same period of time (see Chapters Three and Six). Historians estimated that by the time the Sui  Dynasty reunited China four centuries later, China had approximately 33,000 Buddhist temples  and two million monks and nuns. Buddhism had become a large-scale religious organization  with these temples, clerics, and scriptures (see Figure 4.14), as well as a widespread popular faith  capturing the imagination of common people and rulers alike. ",914,810,,
hist.pdf,en,41,"Hammurabi’s famous stele, but Hammurabi’s Code gets a lot of attention because it is still  intact and has proven very influential. As seen in Figure 2.5, the upper part of the stele depicts  Hammurabi standing in front of the Babylonian  god of justice, from whom Hammurabi derives  his power and legitimacy. The lower portion of  the stele contains the collection of 282 laws. One  particularly influential principle in the code is  the law of retaliation, which demands “an eye  for an eye, a tooth for a tooth.” The code listed  offenses and their punishments, which often  varied by social class. While symbolizing the  power of the King Hammurabi and associating  him with justice, the code of law also attempted  to unify people within the empire and establish  common standards for acceptable behavior. An  excerpt of Hammurabi’s Code appears below: 6.  If anyone steal the property of a temple  or of the court, he shall be put to death,  and also the one who receives the stolen  thing from him shall be put to death. ",1028,861,"Hammurabi's Code, depicted on the famous stele, is known for its influence and intact preservation. The upper part of the stele shows Hammurabi standing before the Babylonian god of justice, symbolizing his power. The lower part contains 282 laws, including the principle of retaliation: ""an eye for an eye, a tooth for a tooth."" Punishments varied based on social class. The code aimed to unify the empire and establish common standards of behavior. An excerpt states that anyone who steals from a temple or the court will be put to death, along with those who receive the stolen property.",590.0
hist.pdf,en,208,"War into three distinct stages, based on the  tactics used in each: the Archidamian War,  the Peace of Nicias, and the Decelean War.  The first stage, the Archidamian War (431 –  421 BCE), is named after the Spartan king  Archidamus, who proposed the strategy of annual invasions of Attica at the beginning of the  war. Beginning in late spring and early summer of 431 BCE, Archidamus led the Spartan army  to invade Attica in order to devastate the agricultural land around the city. The Spartans thereby  hoped to provoke the Athenians to a battle. Pericles however, refused to enter into battle against  the Spartans, and instead ordered all inhabitants of Attica to retreat within the city. Pericles’  decision was wise, as the Athenians would likely have lost a land battle against the Spartans.  His decision, though, had unforeseen repercussions. In 430 BCE, the crowded conditions within  Athens resulted in the outbreak of a virulent plague which by some estimates killed as much as  twenty-five percent of the city’s population over the following three years. Among the dead was  none other than Pericles himself.  ",1125,877,,
hist.pdf,en,226,"Roman Empire in the West is, overall, a tale of two different transformations. The first of these  is the dramatic transformation in cultural values and beliefs, a glimpse of which is reflected in  the two stories above. The second is a similarly dramatic geographical transformation, which  also brought about drastic clashes of cultures and a variety of changes throughout the entire  Mediterranean world and beyond, that is, the transformation of a small village on the Tiber into  one of the largest empires in all of world history, followed by a collapse of a part of that Empire,  but a collapse from whose ashes arose what we now know as Europe.  ",654,751,"The fall of the Roman Empire in the West can be understood as two significant transformations. Firstly, there was a profound change in cultural values and beliefs, as illustrated in the mentioned stories. Secondly, there was a substantial geographical transformation, resulting in clashes of cultures and numerous changes across the Mediterranean region. The Roman Empire's journey from a small village on the Tiber to a vast empire in world history was followed by a partial collapse, but from its ruins emerged what we now recognize as Europe.",545.0
hist.pdf,en,407,"Karluk tribal confederacy that appealed to Genghis Khan for protection. The Mongol leader deployed  30,000 troops to track down this troublesome renegade. By 1218 the inveterate adventurer had fled  south towards the Pamir Mountains in modern day Afghanistan. Eventually, the Mongol general  Jebe, along with the help of some local hunters, caught up with Küchlüg and executed him. And  yet it was the pursuit of the fugitive Küchlüg that inadvertently brought the Mongols into Central  Asia. Their conquest of the region was one without the forethought of empire, yet the area absorbed,  adopted, and integrated the Mongols, just as it had incorporated external forces many times before. ",689,776,"The Karluk tribal confederacy sought protection from Genghis Khan, who deployed 30,000 troops to pursue them. The fugitive Küchlüg escaped to the Pamir Mountains in present-day Afghanistan, but was eventually caught and executed by the Mongol general Jebe and local hunters. This pursuit inadvertently led the Mongols into Central Asia, where their conquest was not driven by imperial intentions but resulted in the region absorbing and integrating the Mongols, as it had done with previous external forces.",507.0
hist.pdf,en,169,"Nevertheless, the meritocratic ideal inspired people from all classes to try and so promoted literacy  and a literary revival during the Song Dynasty. As a part of this revival and to provide a curriculum  for education, scholar-officials sought to reinvigorate Confucianism. The philosophical movement  they began is known as Neo-Confucianism. By the Song Dynasty, whereas Confucianism largely  shaped personal behavior and social mores, Buddhist and Daoist explanations of the cosmos,  human nature, and the human predicament dominated the individual’s spiritual outlook. Neo- Confucians responded to this challenge by providing a metaphysical basis for Confucian morality  and governance. Zhu Xi (1130 – 1200), arguably the most important philosopher in later imperial  Chinese history, produced a grand synthesis that would shape the worldview of the scholar-official  class. He argued that the cosmos consists of a duality of principles and a material force composing  physical things. One principle underlies the cosmos and individual principles provide the abstract  reason for individual things. In human beings, principle manifests as human nature, which is wholly  good and the origins of the human capacity to become moral persons. However, an individual’s  physical endowment obscures their good nature and leads to moral failings, which is why a rigorous  Confucian curriculum of moral self-cultivation based in classical texts like Confucius’ Analects is  necessary. Most importantly, Zhu Xi argued, individual morality was the starting point for producing  a well-managed family, orderly government, and peace throughout the world. ",1647,953,,
hist.pdf,en,161,"BCE – 250 CE). The label refers to a site near Tokyo where artifacts were discovered evidencing  new developments in Japan. Most importantly, rice-paddy agriculture and dry-field farming were  introduced, techniques that supported population growth and the formation of more and larger village  communities. The impetus to agriculture was likely earlier experimentation with simple horticulture,  a warming climate, and migration from mainland East Asia. Those migrants also brought knowledge  of iron- and bronze-working; hence, tools and weapons fashioned from metals became widespread. ",589,731,"Between 250 BCE and 250 CE, significant developments occurred in Japan as evidenced by artifacts found at a site near Tokyo. These developments included the introduction of rice-paddy agriculture and dry-field farming, which led to population growth and the formation of larger village communities. The impetus for these agricultural techniques was likely early experimentation with horticulture, a warming climate, and migration from mainland East Asia. The migrants also brought knowledge of iron- and bronze-working, leading to the widespread use of tools and weapons made from these metals.",594.0
hist.pdf,en,386,"CE. Years of population growth and demands on and from the elite came to a head with a period of  prolonged drought in the early ninth century. Resulting famines and infighting caused population  losses in Maya settlements nearing eighty-five percent and in many areas abandoned farmlands  were retaken by the forest.15 decline, Mesoamerica remained fertile and southern Mexico remained temperate, so a number of  polities rose to prominence in the area after the abovementioned declines. Tula, which had been  founded by Teotihuacán leaders as an administrative center, emerged in the Valley of Mexico  after 650 CE. Tula would become the capital of the Toltecs, who saw their principal city grow to  a population of 35,000 by 800 CE. Like all Mesoamerican cities at the time, Tula would expand  its influence through trade. Toltec ceramics were found in regions ranging from Costa Rica to  Guatemala; while Toltec style I-shaped ball courts and rain dances were adopted by cultures like  the Anasazi and Hohokam in modern day Arizona and New Mexico. One of these ball courts still  sits near the modern city of Phoenix, Arizona.16 While much of the Hohokam culture area sits in  what is now the United States, it was heavily influenced by the culture of Mexico. Not only did  the Hohokam build ball courts, they also erected platform mounds and dug irrigation canals like  those found in Mexico. ",1398,934,,
hist.pdf,en,359,"West Africa commonly referred to as the  Western Sudan. The Western Sudan  does not correspond with a modern-day  African country; instead, it is a region.  Arabic-speaking travelers gave the region  its name, calling it bilad-al-Sudan or the  “Land of Blacks.” The Western Sudan en- compasses the Sahel and some of its sur- rounding grasslands from the Atlantic coast in the east through Lake Chad in the west. The Sahel,  which in Arabic means “the shore,” is a transition zone between the Sahara Desert to its north and  the more forested regions to its south. Much of the Sahel is grassland savannah. Straddling regions  with different climates, the people of the Western Sudan developed productive agriculture, trade  networks, and an urban culture. The architecture of the Western Sudanic states stands out for its use  of mud (adobe) to construct its monumental buildings, such as the Great Mosque in Djenne (Figure  10   Jacob Davidson, “The 10 Richest People of All Time,” Time (July 2015) http://time.com/money/3977798/the-10-richest- Map 9.4 | Map of Western Sudan | The area highlighted  in green is the Western Sudan. In the Middle Ages, African  kings used their monopoly over west African gold to build a  series of large empires in the Western Sudan. ",1267,919,"The Western Sudan, also known as West Africa, is a region encompassing the Sahel and surrounding grasslands. It was named by Arabic-speaking travelers as the ""Land of Blacks."" The region developed productive agriculture, trade networks, and an urban culture. The architecture of the Western Sudan is notable for its use of mud construction. In the Middle Ages, African kings used their control over West African gold to establish large empires in the Western Sudan.",465.0
hist.pdf,en,326,"First, he discontinued the earlier Byzantine coinage  and created the first Islamic currency. Then he institut- ed a tax code based on the principles of Islam. Caliphs  levied an additional tax on non-Muslims, known as  the jizya, as was customary in Islam. Christians and  Jews in conquered lands also paid a property tax called  kharaj. By converting to Islam, one could avoid paying  the jizya and kharaj altogether. Most important for  ordinary citizens was the fact that Muslims bore lower  tax rates than non-Muslims. As one could imagine,  the thrust for conversion became primarily economic.  Although the process of Islamization was relatively  peaceful and gradual, Islam did become the dominant  religion of the region. And the parallel processes of  Arabization and Islamization helped to reestablish  centralized rule after the second civil war. ",859,806,"After discontinuing Byzantine coinage, the first Islamic currency was created by a caliph. A tax code based on Islamic principles was implemented, including the jizya tax for non-Muslims and the kharaj property tax for Christians and Jews. Conversion to Islam allowed individuals to avoid these taxes. The economic benefits of converting led to a gradual and peaceful process of Islamization, resulting in Islam becoming the dominant religion in the region. Arabization and Islamization also contributed to the reestablishment of centralized rule after a civil war.",565.0
hist.pdf,en,174,"Mongol Yuan rule on China. Earlier generations of  historians judged that violent Mongol conquests  devastated the land and led to a population drop.  The Mongol style of rule was despotic. Rather than  sustain the openness of Chinese society and use the  merit-based examination system to bring talent into  their government, Mongol rulers placed Chinese  in rigid occupational categories and suspended the  exams. Many capable men simply avoided official  service and turned to other professions.  ",500,719,,
hist.pdf,en,20,"Historian Lauren Ristvet defines agriculture as the “‘domestication’ of plants… causing it to  change genetically from its wild ancestor in ways [that make] it more useful to human consum- ers.”12 She and hundreds of other scholars from Hobbes to Marx have pointed to the Neolithic  Revolution, that is, the move from a hunter-gatherer world to an agricultural one, as the root of  what we today refer to as civilization. Without agriculture we don’t have empires, written language,  factories, universities, or railroads. Despite its importance, much remains unclear about why and  where agriculture began. Instead, scholars hold a handful of well-regarded theories about the  roots (pun intended) of agriculture.  Most scholars agree that the Ice Age played a fundamental role in the rise of agriculture,  in the sense that it was impossible during the much colder and often tundra-covered period of  the Pleistocene, but inevitable during the Holocene thawing. Only 4,000 years before the origins  of agriculture, the planting of anything would have been an exercise in futility. During the Last  Glacial Maximum (24,000 – 16,000 years ago), average temperatures dropped “by as much as  57˚ F near the great ice sheets…”13 of Spain or the North American Great Plains were increasingly covered in ice, but also that other  areas around the world could not depend on constant temperatures or rainfall from year to year.  Pleistocene foragers had to be flexible. The warming trend of the Holocene, by contrast, resulted  in consistent rainfall amounts and more predictable temperatures. The warming also altered the  habitats of the megafauna that humans hunted, alterations that in some cases contributed to their  extinction. Therefore, as animal populations declined, humans were further encouraged to plant  and cultivate seeds in newly-thawed soil.  ",1855,1013,"Historians and scholars like Lauren Ristvet consider agriculture the domestication of plants, leading to genetic changes for human consumption. The Neolithic Revolution, the shift from hunter-gatherer societies to agriculture, is seen as the foundation of civilization. Despite its significance, questions remain about the origins of agriculture. It is believed that the Ice Age played a role, making agriculture impossible, while the Holocene thawing created conditions favorable for farming. The warming trend provided consistent rainfall and predictable temperatures, encouraging humans to cultivate seeds in newly-thawed soil as megafauna populations declined.",664.0
hist.pdf,en,20,"When we start to examine other factors that allowed humans to transition to agriculture, we  find that the climate factor looms even larger. For example, agriculture was usually accompa- nied by sedentarism, but we see communal living and permanent settlements among multiple  groups of hunter-gatherers. Homo sapiens had also begun to domesticate animals and plants  alike during the Pleistocene. Humans were already being buried alongside dogs as early as 14,000  years ago.14 As we’ll see below, gatherers were developing an increasing taste for grains long  before they would abandon a foraging lifestyle. Essentially, humans were ready for agriculture  when climate permitted it.  We discuss elsewhere the timing of agriculture’s appearance in all of the continents, but  generally speaking by about 8,000 years ago, farmers in West Asia were growing rye, barley, and  wheat. In northern China, millet was common 8,500 years ago. In the Americas, the domestication  of maize began around 8,000 years ago in Mesoamerica, while at about the same time, Andean  residents began cultivating potatoes. Once all of these areas realized agriculture’s potential as a  permanent food source, they began to adapt their societies to increase their crop consistency and  crop yields. We’ll discuss how agriculture affected societal development below.  ",1344,900,,
hist.pdf,en,411,"These steppe peoples lived by practicing pastoral nomadism, a way of life centered around  herding that most likely predated the  Turks but was eventually adopted by  them. Their culture was utilitarian in  nature and provided all the necessities  for life on the great plains of Central  Asia, including food, clothing, shelter,  and transportation. In order to maintain  their pastures, these horsemen followed  a fixed, seasonal pattern of migration  because they did not want their flocks  to overgraze. During the winter, for  instance, they camped in foothills and  mountain valleys, where it was warmer  at lower altitudes. There they built fixed  shelters with one main objective: survival.  The oral tradition, which included songs,  epic narratives, and parables, flourished  during the inhospitable winter months.  ",826,801,"Steppe peoples practiced pastoral nomadism, a way of life centered around herding, which they likely adopted from pre-existing practices. Their culture provided all necessities for life on the Central Asian plains. To maintain their pastures, they followed a seasonal pattern of migration, avoiding overgrazing. During the winter, they set up fixed shelters in warmer areas and engaged in oral traditions such as songs and epic narratives.",439.0
hist.pdf,en,184,"No less influential for the history of the Greek city-states than the topographical features were the  resources that the land in different regions provided for agriculture and manufacturing. Mainland  Greece was notoriously unsuitable for agriculture. Growing the grain staples wheat and barley in the  rocky and clay-filled soil of Athens was especially difficult, while the mountainous regions across the  entire mainland were optimal for herding, rather than agriculture. One notable exception, however,  Map 5.2 | Map of the Ancient Greek city-states at the beginning of the Persian Wars | Historians estimate that  close to 1,500 of these city-states dotted the ancient Greek landscape.  ",694,755,,
hist.pdf,en,206,"Delian League were not happy with the transformation of the alliance into a full-fledged Athenian  Empire. Non-allies were affected a well. The fifth-century BCE Athenian historian Thucydides  dramatizes in his history one particularly harsh treatment of a small island, Melos, which effectively  refused to join the Athenian cause. To add insult to injury, once the treasury of the Empire had been  moved to Athens, the Athenians had used some funds from it for their own building projects, the  most famous of these projects being the Parthenon, the great temple to Athena on the Acropolis. ",593,750,"The Delian League, originally an alliance, became a full-fledged Athenian Empire, much to the dissatisfaction of the league members. This transformation affected both allies and non-allies. Thucydides, an Athenian historian, depicts the harsh treatment of the small island of Melos, which refused to join Athens. Adding further insult, Athens used funds from the empire's treasury, including for the construction of the famous Parthenon temple dedicated to Athena on the Acropolis.",481.0
hist.pdf,en,37,"However, farmers, taken as a whole, made up an estimated 90% of the population. Other skilled  people included animal-breeders, merchants, craftspeople, fishermen, doctors, soldiers, architects,  and scribes. Surplus agricultural production collected as tribute as well as wealth generated by  trade supported such labor specialization. One important outcome of labor specialization was  innovation in metalworking. In approximately 2900 BCE, metalworkers began producing bronze,  which was stronger than copper. Stronger weapons and farming tools gave Sumerians advantages  when it came to combat and agricultural production.   ",629,744,,
hist.pdf,en,95,"BCE. After Alexander the Great retreated from India and then died, a struggle for his empire  broke out among his generals. Seleucus was one of them. He gained control of the eastern half  and sought to reclaim northwest  India. But he was confronted by  Chandragupta,  defeated,  and  forced to surrender the Indus  Basin and much of Afghanistan,  giving the Mauryan Empire control  over trade routes to West Asia.  The treaty, however, established  friendly relations between the  two rulers, for in exchange for  hundreds of elephants, Seleucus  gave Chandragupta a daughter  in marriage and dispatched an  envoy to his court. Hellenistic  kings (see Chapter 5) maintained  commercial and diplomatic ties  with India. ",721,785,"After Alexander the Great's retreat from India and subsequent death, a power struggle erupted among his generals. Seleucus was one of these generals, and he sought to regain control over northwest India. However, he was defeated by Chandragupta, who forced him to surrender the Indus Basin and parts of Afghanistan. This gave the Mauryan Empire control over important trade routes to West Asia. Despite the conflict, a treaty was established between Seleucus and Chandragupta, resulting in friendly relations. As part of the treaty, Seleucus gave Chandragupta a daughter in marriage and sent an envoy to his court. Hellenistic kings maintained commercial and diplomatic ties with India during this period.",705.0
hist.pdf,en,209,"Peloponnese. The Athenians won the battle and also managed to trap 420 Spartans on the tiny  island of Sphacteria, just off the coast of Pylos. Sending shockwaves through the entire Greek  world, the Spartans surrendered. By bringing the hostages to Athens, the Athenians put an end to  the annual invasions of Attica. Finally, in 421 BCE, with the death of the most pro-war generals  on both sides, the Athenians with their allies signed a peace treaty with Spartans and their allies.  Named the “Peace of Nicias” after the Athenian general who brokered this treaty, it was supposed  to be a fifty years’ peace; it allowed both sides to return to their pre-war holdings, with a few  exceptions. As part of the peace terms, the Spartan hostages from Pylos were finally released.  ",780,803,,
hist.pdf,en,209,"Despite its ambitious casting as a fifty years’ peace, the Peace of Nicias proved to be a short and  uneasy time filled with minor battles and skirmishes. One problem with the treaty was that while  Athens and all of its allies signed the peace, several key allies of Sparta, including Corinth and Thebes,  refused to do so. Furthermore, Athens made the disastrous decision during this stalemate to launch  the Sicilian Expedition, a venture that took much of the Athenian fleet to Sicily in 415 BCE.  ",502,730,"The Peace of Nicias, despite its intention of a fifty-year peace, was characterized by a short and uneasy period filled with minor battles and conflicts. One issue with the treaty was that while Athens and its allies agreed to it, key allies of Sparta, such as Corinth and Thebes, declined. In addition, Athens made a disastrous decision during this fragile period by launching the Sicilian Expedition in 415 BCE, which resulted in the departure of a significant portion of the Athenian fleet to Sicily.",503.0
hist.pdf,en,154,"Wen and Emperor Yang. Both envisioned recapturing the glory of the Han Dynasty; hence, they  engaged in many construction projects and military campaigns. Immense capital cities were  built at Chang’an and Luoyang and, in order to supply them with sufficient grain, a canal system  was created to connect the Yellow River to the Yangzi River. These emperors also believed that  Manchuria and the Korean Peninsula were properly Chinese territory; therefore, they repeatedly  launched enormous military expeditions to attack the most powerful Korean kingdom located  there. Emperor Yang’s ground and naval campaign in 611 CE, for instance, required enlisting over  one million combat troops and hundreds of thousands  of additional men just to transport supplies. All of  these campaigns met defeat. ",798,781,"Both Emperor Wen and Emperor Yang aimed to restore the greatness of the Han Dynasty. They undertook numerous construction projects and military campaigns to achieve this goal. They built capital cities in Chang'an and Luoyang and constructed a canal system to ensure a steady supply of grain. They also considered Manchuria and the Korean Peninsula as Chinese territory, leading to repeated large-scale military expeditions against the powerful Korean kingdom located there. An example is Emperor Yang's failed campaign in 611 CE, which involved over a million combat troops and many more men for supply transport.",614.0
hist.pdf,en,218,"Minor, and the northwestern portion of Syria, harbored ambitious plans that rivaled those of  Seleucus. Antigonus’ hopes of reuniting all of Alexander’s original empire under his own rule,  however, were never realized as Antigonus died in battle in 301 BCE. The greatest threat to the  Antigonids, however, came not from the Seleucid Empire, but from Rome with whom they waged  three Macedonian Wars between 214 and 168 BCE. The Roman defeat of king Perseus in 168 BCE  at the Battle of Pydna marked the end of the Third Macedonian War, and the end of an era, as  control over Greece was now in Roman hands. ",609,770,,
hist.pdf,en,369,"Kilwa Kisiwani, an island off the East African coast. When he arrived, he was generous and people  liked him, which enabled him to marry the daughter of Mrimba, the local headman. The newlyweds  were set up to live more or less happily ever after. However, Sultan Ali and Mrimba made a deal,  brokered by Mrimba’s daughter. The deal gave Sultan Ali control of the island in exchange for  enough cloth for Mrimba to “walk on it from the island to his new abode on the mainland.”15 The  deal went through and Mrimba moved to the mainland, but then Mrimba regretted relinguishing  15  John Middleton, The World of the Swahili: An African Mercantile Civilization, (New Haven: Yale University Press, 1994): 31-32. ",709,807,"Sultan Ali arrived at Kilwa Kisiwani, where he was well-liked and eventually married the daughter of Mrimba, the local headman. A deal was made between Sultan Ali and Mrimba, brokered by Mrimba's daughter, which gave Sultan Ali control of the island in exchange for a large quantity of cloth. Mrimba regretted the deal after moving to the mainland. [Source: John Middleton, The World of the Swahili: An African Mercantile Civilization]",435.0
hist.pdf,en,51,"At the tail end of that era of desiccation, from  about 3600 to 3300 BCE, complex societies formed in  areas adjacent to the Nile River. These communities  exerted increased influence over their environments,  exhibited social differentiation, and showed evidence  of labor specialization. For example, people in the  settlements of Naganda and Hierakonpolis in Upper  Egypt cleared trees and built dykes, canals, and  early irrigation systems. By about 3500 BCE, they  used these methods to quadruple the amount of  cleared, arable land and could support population  densities of up to one thousand people per square  mile. Just as one example, recent archaeological finds  at Hierakonpolis also show evidence of both social  differential and specialization with separate burials  for the settlement’s elite, the oldest known painted  tomb, and the remnants of a large-scale brewery,  capable of producing up to 300 gallons of beer a  day. It is believed that early leaders in Naganda,  Hierakonpolis, and similar communities cemented  their roles by claiming control over the environment  as rainmakers or commanders of the floods. Over time,  some of these leaders created divine kingships,  asserting their right to even more power and access  to resources, power that they legitimized by claiming  7   “Hymn to the Nile, c. 2100 BCE.” Ancient History Sourcebook Fordham University. http://legacy.fordham.edu/halsall/ Map 2.6 | The Path of the Nile | The White  Nile originates near Lake Victoria, in the  Great Lakes region of East Africa. The Blue  Nile flows from the Ethiopian Highlands. Both  rivers merge at Khartoum, in present day  Sudan, and flow northward to empty into the  Mediterranean Sea. ",1708,1009,,
hist.pdf,en,413,"Islam was not the first foreign religion to arrive in Central Asia. In fact, the region had already  been exposed to many foreign systems of belief prior to the coming of Islam in the seventh  century. Local merchants conducting long-distance trade along the Silk Road came into contact  with many different religious doctrines; the trade route served as a conveyor of not only goods but  also concepts. Generally, intellectual diffusion is not a one-way street, as western ideas traveled  eastward and eastern concepts filtered into the west. In this manner, the Silk Road carried  Buddhism, Judaism, Zoroastrianism (an Iranian religion with both monotheistic and dualist  elements), Siberian Shamanism, and even Nestorian Christianity to Central Asia. The great  number of religions found in the area at the introduction of Islam testified to the great tolerance  of the region. By the tenth century, however, all of the non-monotheistic faiths had disappeared  from Central Asia in the aftermath of Islamic conquest. ",1020,827,"Prior to the arrival of Islam in Central Asia, the region had already been exposed to various foreign religions through long-distance trade along the Silk Road. Merchants encountered different religious beliefs, resulting in intellectual diffusion in both directions. Buddhism, Judaism, Zoroastrianism, Siberian Shamanism, and Nestorian Christianity were among the religions present in the area. This demonstrated the region's high level of religious tolerance. However, following Islamic conquest in the tenth century, the non-monotheistic faiths gradually disappeared from Central Asia.",588.0
hist.pdf,en,413,"Asia during the eighth century, as the general’s forces swept into the area, defeated the Persians,  and by 715 CE completed their conquest of Transoxiana, the region located beyond the Oxus  River. A decisive Arab Muslim victory over the Chinese at the Battle of Talas River in 751  secured Central Asia and repulsed the only major challenge to Islamic rule. The triumph over the  Chinese made it possible for Islam to become entrenched in the region. The Persian Samanids  (819 – 999) made Islam the official state religion and established a school of theology in Bukhara.  ",576,748,"In the eighth century, Arab Muslim forces successfully conquered Asia, defeating the Persians and completing their conquest of Transoxiana by 715 CE. A pivotal victory over the Chinese at the Battle of Talas River in 751 secured Central Asia and enabled the establishment of Islamic rule in the region. The Persian Samanids later made Islam the official state religion and founded a theological school in Bukhara.",413.0
hist.pdf,en,296,"In the centuries following the rise of the post-Roman Germanic kingdoms, Western Europe had  suffered comparatively few invasions. The ninth and tenth centuries, by contrast, would be an  “age of invasions.” for centuries before. These were Germanic peoples, but one whose culture was not assimilated to  the post-Roman world of the Carolingian west. They were still pagan and had a culture that, like  that of other Germanic peoples, was quite warlike. Their population had increased; additionally,  Norse kings tended to exile defeated enemies. These Norsemen would often take up raiding other  peoples, and when they took up this activity, they were known as Vikings. ",671,765,,
